"","date_correct_format","price","quantity"
"V1666","2018-07-11","13.962","152"
"V1667","2018-07-12","16.397","179"
"V1668","2018-07-13","14.159","162"
"V1669","2018-07-14","14.212","173"
"V1670","2018-07-15","14.535","161"
"V1671","2018-07-16","14.473","161"
"V1672","2018-07-17","14.688","165"
"V1673","2018-07-18","14.53","155"
"V1674","2018-07-19","13.965","163"
"V1675","2018-07-20","14.253","149"
"V1676","2018-07-21","14.322","158"
"V1677","2018-07-22","14.689","173"
"V1678","2018-07-23","14.637","166"
"V1679","2018-07-24","14.866","140"
"V1680","2018-07-25","14.718","135"
"V1681","2018-07-26","16.089","137"
"V1682","2018-07-27","14.79","159"
"V1683","2018-07-28","14.519","152"
"V1684","2018-07-29","14.766","144"
"V1685","2018-07-30","15.38","188"
"V1686","2018-07-31","15.394","144"
"V1687","2018-08-01","16.203","143"
"V1688","2018-08-02","15.512","168"
"V1689","2018-08-03","15.795","248"
"V1690","2018-08-04","17.154","302"
"V1691","2018-08-05","18.128","232"
"V1692","2018-08-06","17.942","216"
"V1693","2018-08-07","17.472","203"
"V1694","2018-08-08","17.559","208"
"V1695","2018-08-09","17.162","200"
"V1696","2018-08-10","17.003","179"
"V1697","2018-08-11","16.677","179"
"V1698","2018-08-12","16.794","171"
"V1699","2018-08-13","16.424","188"
"V1700","2018-08-14","15.842","206"
"V1701","2018-08-15","16.049","172"
"V1702","2018-08-16","15.873","166"
"V1703","2018-08-17","15.978","177"
"V1704","2018-08-18","16.346","153"
"V1705","2018-08-19","15.95","211"
"V1706","2018-08-20","16.109","170"
"V1707","2018-08-21","16.516","160"
"V1708","2018-08-22","16.709","149"
"V1709","2018-08-23","16.388","155"
"V1710","2018-08-24","16.841","153"
"V1711","2018-08-25","17.316","195"
"V1712","2018-08-26","17.099","174"
"V1713","2018-08-27","17.255","160"
"V1714","2018-08-28","16.913","159"
"V1715","2018-08-29","17.17","155"
"V1716","2018-08-30","16.187","238"
"V1717","2018-08-31","16.008","185"
"V1718","2018-09-01","16.704","190"
"V1719","2018-09-02","16.377","200"
"V1720","2018-09-03","17.122","163"
"V1721","2018-09-04","16.398","159"
"V1722","2018-09-05","16.897","159"
"V1723","2018-09-06","17.517","182"
"V1724","2018-09-07","17.352","227"
"V1725","2018-09-08","18.114","225"
"V1726","2018-09-09","18.382","189"
"V1727","2018-09-10","18.015","167"
"V1728","2018-09-11","17.489","190"
"V1729","2018-09-12","17.903","188"
"V1730","2018-09-13","18.555","157"
"V1731","2018-09-14","18.942","193"
"V1732","2018-09-15","18.743","222"
"V1733","2018-09-16","19.513","185"
"V1734","2018-09-17","18.993","169"
"V1735","2018-09-18","18.668","142"
"V1736","2018-09-19","19.096","145"
"V1737","2018-09-20","18.626","166"
"V1738","2018-09-21","18.991","169"
"V1739","2018-09-22","19.072","261"
"V1740","2018-09-23","19.043","256"
"V1741","2018-09-24","19.535","167"
"V1742","2018-09-25","20.697","146"
"V1743","2018-09-26","19.249","163"
"V1744","2018-09-27","19.84","121"
"V1745","2018-09-28","19.733","152"
"V1746","2018-09-29","19.55","169"
"V1747","2018-09-30","19.699","208"
"V1748","2018-10-01","19.849","146"
"V1749","2018-10-02","19.77","166"
"V1750","2018-10-03","19.251","142"
"V1751","2018-10-04","19.548","132"
"V1752","2018-10-05","20.61","153"
"V1753","2018-10-06","19.928","173"
"V1754","2018-10-07","20.293","166"
"V1755","2018-10-08","20.143","147"
"V1756","2018-10-09","21.742","136"
"V1757","2018-10-10","20.21","144"
"V1758","2018-10-11","21.853","108"
"V1759","2018-10-12","20.191","138"
"V1760","2018-10-13","20.316","172"
"V1761","2018-10-14","20.614","141"
"V1762","2018-10-15","20.575","139"
"V1763","2018-10-16","20.404","118"
"V1764","2018-10-17","20.058","146"
"V1765","2018-10-18","19.221","158"
"V1766","2018-10-19","19.707","163"
"V1767","2018-10-20","20.006","174"
"V1768","2018-10-21","19.701","150"
"V1769","2018-10-22","19.584","123"
"V1770","2018-10-23","19.444","134"
"V1771","2018-10-24","19.131","114"
"V1772","2018-10-25","18.72","111"
"V1773","2018-10-26","18.244","172"
"V1774","2018-10-27","18.37","153"
"V1775","2018-10-28","18.249","161"
"V1776","2018-10-29","18.212","136"
"V1777","2018-10-30","17.507","170"
"V1778","2018-10-31","17.319","173"
"V1779","2018-11-01","17.101","141"
"V1780","2018-11-02","17.746","166"
"V1781","2018-11-03","19.095","161"
"V1782","2018-11-04","18.622","165"
"V1783","2018-11-05","19.692","146"
"V1784","2018-11-06","19.628","132"
"V1785","2018-11-07","18.836","112"
"V1786","2018-11-08","19.003","128"
"V1787","2018-11-09","19.579","150"
"V1788","2018-11-10","18.821","152"
"V1789","2018-11-11","19.442","145"
"V1790","2018-11-12","18.711","133"
"V1791","2018-11-13","18.54","117"
"V1792","2018-11-14","18.873","122"
"V1793","2018-11-15","18.957","132"
"V1794","2018-11-16","18.957","146"
"V1795","2018-11-17","19.857","152"
"V1796","2018-11-18","22.362","167"
"V1797","2018-11-19","18.861","123"
"V1798","2018-11-20","18.371","137"
"V1799","2018-11-21","18.516","139"
"V1800","2018-11-22","16.607","179"
"V1801","2018-11-23","17.114","187"
"V1802","2018-11-24","17.337","204"
"V1803","2018-11-25","17.462","176"
"V1804","2018-11-26","17.587","128"
"V1805","2018-11-27","17.738","151"
"V1806","2018-11-28","19.163","146"
"V1807","2018-11-29","19.858","118"
"V1808","2018-11-30","18.077","151"
"V1809","2018-12-01","18.223","183"
"V1810","2018-12-02","19.083","157"
"V1811","2018-12-03","18.688","111"
"V1812","2018-12-04","18.693","145"
"V1813","2018-12-05","18.728","106"
"V1814","2018-12-06","18.862","138"
"V1815","2018-12-07","18.429","204"
"V1816","2018-12-08","18.56","187"
"V1817","2018-12-09","20.462","172"
"V1818","2018-12-10","18.305","159"
"V1819","2018-12-11","18.924","152"
"V1820","2018-12-12","18.436","172"
"V1821","2018-12-13","18.575","149"
"V1822","2018-12-14","21.281","169"
"V1823","2018-12-15","18.536","234"
"V1824","2018-12-16","18.721","208"
"V1825","2018-12-17","18.288","180"
"V1826","2018-12-18","19.17","180"
"V1827","2018-12-19","18.069","176"
"V1828","2018-12-20","17.683","197"
"V1829","2018-12-21","17.149","268"
"V1830","2018-12-22","17.236","232"
"V1831","2018-12-23","16.794","228"
"V1832","2018-12-24","17.277","181"
"V1833","2018-12-25","18.314","247"
"V1834","2018-12-26","18.902","217"
"V1835","2018-12-27","19.12","232"
"V1836","2018-12-28","19.688","184"
"V1837","2018-12-29","19.301","235"
"V1838","2018-12-30","17.708","261"
"V1839","2018-12-31","18.401","226"
"V1840","2019-01-01","18.554","224"
"V1841","2019-01-02","18.968","252"
"V1842","2019-01-03","19.278","210"
"V1843","2019-01-04","19.968","216"
"V1844","2019-01-05","21.457","191"
"V1845","2019-01-06","21.317","186"
"V1846","2019-01-07","20.421","206"
"V1847","2019-01-08","21.039","197"
"V1848","2019-01-09","21.357","168"
"V1849","2019-01-10","21.613","179"
"V1850","2019-01-11","22.034","199"
"V1851","2019-01-12","21.689","247"
"V1852","2019-01-13","21.765","196"
"V1853","2019-01-14","21.888","184"
"V1854","2019-01-15","22.183","160"
"V1855","2019-01-16","21.585","186"
"V1856","2019-01-17","21.669","152"
"V1857","2019-01-18","21.491","143"
"V1858","2019-01-19","21.712","199"
"V1859","2019-01-20","21.713","202"
"V1860","2019-01-21","22.287","165"
"V1861","2019-01-22","21.692","149"
"V1862","2019-01-23","23.434","143"
"V1863","2019-01-24","22.542","176"
"V1864","2019-01-25","22.291","180"
"V1865","2019-01-26","22.221","210"
"V1866","2019-01-27","22.034","195"
"V1867","2019-01-28","22.118","166"
"V1868","2019-01-29","22.362","155"
"V1869","2019-01-30","23.16","155"
"V1870","2019-01-31","23.22","151"
"V1871","2019-02-01","23.309","188"
"V1872","2019-02-02","22.685","197"
"V1873","2019-02-03","22.843","154"
"V1874","2019-02-04","22.273","186"
"V1875","2019-02-05","21.153","197"
"V1876","2019-02-06","21.049","157"
"V1877","2019-02-07","20.237","240"
"V1878","2019-02-08","21.559","196"
"V1879","2019-02-09","20.539","227"
"V1880","2019-02-10","20.55","269"
"V1881","2019-02-11","19.839","191"
"V1882","2019-02-12","19.751","184"
"V1883","2019-02-13","20.727","162"
"V1884","2019-02-14","21.386","136"
"V1885","2019-02-15","21.171","160"
"V1886","2019-02-16","21.46","186"
"V1887","2019-02-17","20.811","172"
"V1888","2019-02-18","20.469","166"
"V1889","2019-02-19","20.921","163"
"V1890","2019-02-20","20.943","160"
"V1891","2019-02-21","20.536","130"
"V1892","2019-02-22","21.349","160"
"V1893","2019-02-23","21.485","200"
"V1894","2019-02-24","21.452","221"
"V1895","2019-02-25","21.596","200"
"V1896","2019-02-26","24.432","195"
"V1897","2019-02-27","21.965","186"
"V1898","2019-02-28","22.227","147"
"V1899","2019-03-01","21.472","192"
"V1900","2019-03-02","24.006","284"
"V1901","2019-03-03","21.707","259"
"V1902","2019-03-04","22.396","204"
"V1903","2019-03-05","21.79","164"
"V1904","2019-03-06","22.272","162"
"V1905","2019-03-07","22.264","151"
"V1906","2019-03-08","22.807","182"
"V1907","2019-03-09","23.014","221"
"V1908","2019-03-10","22.461","164"
"V1909","2019-03-11","22.79","153"
"V1910","2019-03-12","22.991","152"
"V1911","2019-03-13","23.259","134"
"V1912","2019-03-14","22.716","244"
"V1913","2019-03-15","23.85","227"
"V1914","2019-03-16","23.7","268"
"V1915","2019-03-17","22.923","252"
"V1916","2019-03-18","22.706","191"
"V1917","2019-03-19","22.888","188"
"V1918","2019-03-20","22.781","176"
"V1919","2019-03-21","21.851","178"
"V1920","2019-03-22","22.084","241"
"V1921","2019-03-23","21.213","255"
"V1922","2019-03-24","21.678","242"
"V1923","2019-03-25","21.015","194"
"V1924","2019-03-26","20.906","186"
"V1925","2019-03-27","20.709","169"
"V1926","2019-03-28","20.635","177"
"V1927","2019-03-29","20.325","216"
"V1928","2019-03-30","20.969","236"
"V1929","2019-03-31","21.173","205"
"V1930","2019-04-01","21.174","178"
"V1931","2019-04-02","20.346","138"
"V1932","2019-04-03","21.353","176"
"V1933","2019-04-04","21.048","133"
"V1934","2019-04-05","21.292","168"
"V1935","2019-04-06","20.734","224"
"V1936","2019-04-07","22.548","204"
"V1937","2019-04-08","21.038","168"
"V1938","2019-04-09","20.916","183"
"V1939","2019-04-10","20.934","158"
"V1940","2019-04-11","20.838","148"
"V1941","2019-04-12","22.242","165"
"V1942","2019-04-13","21.071","200"
"V1943","2019-04-14","20.781","207"
"V1944","2019-04-15","21.363","194"
"V1945","2019-04-16","20.881","161"
"V1946","2019-04-17","21.395","157"
"V1947","2019-04-18","20.898","177"
"V1948","2019-04-19","21.46","161"
"V1949","2019-04-20","21.211","165"
"V1950","2019-04-21","20.887","169"
"V1951","2019-04-22","21.513","165"
"V1952","2019-04-23","21.067","137"
"V1953","2019-04-24","21.366","146"
"V1954","2019-04-25","20.932","141"
"V1955","2019-04-26","21.521","140"
"V1956","2019-04-27","21.553","157"
"V1957","2019-04-28","21.599","168"
"V1958","2019-04-29","23.638","106"
"V1959","2019-04-30","22.357","142"
"V1960","2019-05-01","20.324","173"
"V1961","2019-05-02","20.337","177"
"V1962","2019-05-03","20.406","148"
"V1963","2019-05-04","20.363","193"
"V1964","2019-05-05","20.324","196"
"V1965","2019-05-06","20.54","147"
"V1966","2019-05-07","19.4","157"
"V1967","2019-05-08","18.905","183"
"V1968","2019-05-09","18.854","145"
"V1969","2019-05-10","19.184","165"
"V1970","2019-05-11","20.162","170"
"V1971","2019-05-12","32.689","165"
"V1972","2019-05-13","18.838","138"
"V1973","2019-05-14","19.419","145"
"V1974","2019-05-15","19.402","148"
"V1975","2019-05-16","19.281","125"
"V1976","2019-05-17","19.74","156"
"V1977","2019-05-18","20.034","168"
"V1978","2019-05-19","19.805","154"
"V1979","2019-05-20","20.045","138"
"V1980","2019-05-21","20.125","152"
"V1981","2019-05-22","19.331","171"
"V1982","2019-05-23","19.861","139"
"V1983","2019-05-24","19.888","140"
"V1984","2019-05-25","20.199","187"
"V1985","2019-05-26","20.337","171"
"V1986","2019-05-27","20.34","153"
"V1987","2019-05-28","20.463","155"
"V1988","2019-05-29","21.811","118"
"V1989","2019-05-30","20.446","155"
"V1990","2019-05-31","20.307","164"
"V1991","2019-06-01","20.256","174"
"V1992","2019-06-02","21.012","170"
"V1993","2019-06-03","20.432","138"
"V1994","2019-06-04","20.945","151"
"V1995","2019-06-05","21.024","151"
"V1996","2019-06-06","21.243","154"
"V1997","2019-06-07","20.659","153"
"V1998","2019-06-08","21.23","193"
"V1999","2019-06-09","21.124","197"
"V2000","2019-06-10","20.914","164"
"V2001","2019-06-11","21.243","167"
"V2002","2019-06-12","20.596","149"
"V2003","2019-06-13","20.806","161"
"V2004","2019-06-14","21.572","152"
"V2005","2019-06-15","22.654","164"
"V2006","2019-06-16","20.867","169"
"V2007","2019-06-17","22.045","177"
"V2008","2019-06-18","26.043","141"
"V2009","2019-06-19","21.432","162"
"V2010","2019-06-20","21.764","149"
"V2011","2019-06-21","21.18","140"
"V2012","2019-06-22","21.515","127"
"V2013","2019-06-23","21.214","144"
"V2014","2019-06-24","21.88","162"
"V2015","2019-06-25","21.029","188"
"V2016","2019-06-26","19.14","230"
"V2017","2019-06-27","19.315","209"
"V2018","2019-06-28","19","177"
"V2019","2019-06-29","19.446","163"
"V2020","2019-06-30","19.281","220"
"V2021","2019-07-01","19.491","198"
"V2022","2019-07-02","19.877","180"
"V2023","2019-07-03","19.919","174"
"V2024","2019-07-04","20.01","170"
"V2025","2019-07-05","20.048","182"
"V2026","2019-07-06","20.111","147"
"V2027","2019-07-07","20.266","192"
"V2028","2019-07-08","20.61","180"
"V2029","2019-07-09","21.201","174"
"V2030","2019-07-10","22.892","154"
"V2031","2019-07-11","21.606","144"
"V2032","2019-07-12","22.573","161"
"V2033","2019-07-13","27.053","177"
"V2034","2019-07-14","22.542","176"
"V2035","2019-07-15","22.967","179"
"V2036","2019-07-16","22.983","149"
"V2037","2019-07-17","23.447","152"
"V2038","2019-07-18","23.924","149"
"V2039","2019-07-19","23.591","134"
"V2040","2019-07-20","24.334","143"
"V2041","2019-07-21","23.717","157"
"V2042","2019-07-22","23.472","140"
"V2043","2019-07-23","23.511","129"
"V2044","2019-07-24","23.547","142"
"V2045","2019-07-25","22.92","136"
"V2046","2019-07-26","22.96","176"
"V2047","2019-07-27","23.135","141"
"V2048","2019-07-28","24.361","141"
"V2049","2019-07-29","22.516","155"
"V2050","2019-07-30","30.347","174"
"V2051","2019-07-31","22.7","170"
"V2052","2019-08-01","22.71","146"
"V2053","2019-08-02","23.8","189"
"V2054","2019-08-03","24.906","146"
"V2055","2019-08-04","24.909","154"
"V2056","2019-08-05","25.46","150"
"V2057","2019-08-06","25.743","132"
"V2058","2019-08-07","25.761","135"
"V2059","2019-08-08","25.089","133"
"V2060","2019-08-09","25.57","145"
"V2061","2019-08-10","25.377","142"
"V2062","2019-08-11","28.735","154"
"V2063","2019-08-12","26.295","152"
"V2064","2019-08-13","25.623","141"
"V2065","2019-08-14","25.189","202"
"V2066","2019-08-15","24.959","169"
"V2067","2019-08-16","25.184","161"
"V2068","2019-08-17","25.614","168"
"V2069","2019-08-18","25.905","179"
"V2070","2019-08-19","25.051","162"
"V2071","2019-08-20","25.344","139"
"V2072","2019-08-21","24.86","149"
"V2073","2019-08-22","25.429","132"
"V2074","2019-08-23","25.093","159"
"V2075","2019-08-24","25.206","165"
"V2076","2019-08-25","25.147","166"
"V2077","2019-08-26","25.335","140"
"V2078","2019-08-27","25.571","149"
